objfcn	feasible	standins	maxmin
42399	42400	85	0
40799	40800	86	0
40799	40800	86	0
43999	44000	90	0
58199	58200	88	0
77399	77400	87	0
78199	78200	88	0
78999	79000	89	0
78199	78200	90	0
42399	42400	89	0
41599	41600	88	0
35999	36000	83	0
36799	36800	85	0
35599	35600	84	0
35599	35600	84	0
35999	36000	83	0
36799	36800	83	0
37599	37600	84	0
35999	36000	82	0
37599	37600	84	0
39199	39200	85	0
38399	38400	84	0
40399	40400	85	0
39599	39600	84	0
26199	26200	84	0
25799	25800	83	0
24999	25000	81	0
25799	25800	82	0
25599	25600	83	0
24999	25000	82	0
24199	24200	82	0
24999	25000	83	0
24199	24200	83	0
22599	22600	81	0
22599	22600	82	0
22599	22600	82	0
20999	21000	84	0
23399	23400	84	0
22999	23000	84	0
23799	23800	84	0
22999	23000	84	0
22999	23000	84	0
45399	45400	87	0
44999	45000	87	0
44999	45000	87	0
42599	42600	86	0
41799	41800	86	0
41799	41800	83	0
61799	61800	82	0
61399	61400	82	0
60599	60600	82	0
61799	61800	84	0
46999	47000	87	0
47799	47800	87	0
44999	45000	85	0
44599	44600	85	0
27999	28000	84	0
28799	28800	85	0
25599	25600	81	0
23199	23200	78	0
22399	22400	79	0
22399	22400	79	0
23199	23200	86	0
24799	24800	84	0
24799	24800	82	0
25999	26000	82	0
24399	24400	81	0
25199	25200	82	0
26799	26800	83	0
25999	26000	81	0
24799	24800	81	0
23999	24000	80	0
23999	24000	80	0
25599	25600	81	0
26399	26400	83	0
23199	23200	82	0
23199	23200	83	0
23999	24000	84	0
25999	26000	85	0
23999	24000	84	0
23999	24000	84	0
24799	24800	85	0
25999	26000	86	0
25999	26000	86	0
25999	26000	88	0
25999	26000	88	0
24799	24800	86	0
24399	24400	86	0
24399	24400	86	0
26799	26800	89	0
28399	28400	88	0
31199	31200	90	0
29599	29600	92	0
31199	31200	94	0
30399	30400	92	0
28799	28800	90	0
26399	26400	89	0
24399	24400	86	0
23999	24000	86	0
23199	23200	85	0
41199	41200	87	0
41599	41600	87	0
42399	42400	86	0
45599	45600	88	0
43999	44000	86	0
44799	44800	91	0
44799	44800	93	0
43199	43200	91	0
45599	45600	94	0
44799	44800	95	0
45199	45200	94	0
45999	46000	94	0
44399	44400	92	0
43599	43600	91	0
26399	26400	91	0
46399	46400	92	0
45599	45600	91	0
46399	46400	92	0
46399	46400	94	0
26399	26400	93	0
27199	27200	92	0
25999	26000	92	0
25599	25600	91	0
24799	24800	90	0
23999	24000	89	0
25599	25600	89	0
25599	25600	88	0
23999	24000	88	0
23199	23200	86	0
25999	26000	89	0
43999	44000	90	0
26399	26400	89	0
25599	25600	88	0
24799	24800	90	0
25599	25600	93	0
25599	25600	93	0
24799	24800	92	0
27199	27200	98	0
27199	27200	98	0
25599	25600	95	0
27999	28000	94	0
27199	27200	93	0
26399	26400	93	0
25599	25600	92	0
27199	27200	95	0
27999	28000	95	0
27199	27200	94	0
27999	28000	92	0
27599	27600	92	0
26799	26800	91	0
27599	27600	92	0
27999	28000	93	0
28399	28400	92	0
29999	30000	94	0
27599	27600	93	0
27599	27600	94	0
25999	26000	92	0
23599	23600	90	0
22799	22800	89	0
58799	58800	85	0
58799	58800	85	0
61599	61600	89	0
43999	44000	90	0
42399	42400	88	0
58999	59000	89	0
61399	61400	91	0
62999	63000	93	0
63799	63800	95	0
62999	63000	94	0
43399	43400	93	0
42199	42200	92	0
42199	42200	90	0
65394	65400	96	1
62993	63000	100	1
61794	61800	96	1
60594	60600	95	1
60599	60600	94	0
58999	59000	92	0
60599	60600	92	0
62199	62200	94	0
42999	43000	94	0
42199	42200	91	0
41399	41400	90	0
43799	43800	93	0
42199	42200	93	0
25599	25600	91	0
24799	24800	89	0
23199	23200	88	0
22399	22400	87	0
25199	25200	90	0
25999	26000	93	0
27599	27600	94	0
27599	27600	94	0
29199	29200	95	0
48399	48400	94	0
48399	48400	96	0
49199	49200	96	0
33199	33200	98	0
32399	32400	98	0
31999	32000	98	0
31998	32000	100	0
31998	32000	100	0
32798	32800	101	0
31198	31200	102	0
30398	30400	102	0
31198	31200	102	0
30398	30400	101	0
30398	30400	101	0
30398	30400	102	0
29998	30000	102	0
29198	29200	101	0
41399	41400	98	0
41399	41400	97	0
44198	44200	101	0
46598	46600	102	0
44998	45000	101	0
43398	43400	100	0
43398	43400	100	0
43398	43400	100	0
40999	41000	98	0
41799	41800	98	0
29199	29200	97	0
27999	28000	94	0
29599	29600	96	0
29599	29600	97	0
29599	29600	97	0
28399	28400	95	0
43199	43200	90	0
45999	46000	91	0
47194	47200	92	1
46394	46400	92	1
61994	62000	87	1
43599	43600	86	0
43599	43600	86	0
40799	40800	86	0
21599	21600	86	0
23199	23200	89	0
20799	20800	85	0
41599	41600	86	0
42399	42400	87	0
41599	41600	86	0
42799	42800	87	0
43599	43600	88	0
44399	44400	88	0
46799	46800	88	0
46799	46800	87	0
46799	46800	87	0
27594	27600	86	1
27599	27600	86	0
26799	26800	85	0
26399	26400	87	0
27199	27200	88	0
27199	27200	91	0
25599	25600	92	0
26799	26800	93	0
26799	26800	92	0
29999	30000	95	0
47999	48000	93	0
45599	45600	92	0
45199	45200	90	0
61199	61200	89	0
46799	46800	92	0
30399	30400	94	0
29999	30000	94	0
28399	28400	93	0
31199	31200	94	0
31999	32000	95	0
10799	10800	93	0
9199	9200	91	0
2740180	2740200	515	2
2598986	2599000	466	1
2483787	2483800	446	1
2467787	2467800	426	1
2284188	2284200	370	1
2170588	2170600	351	1
1847589	1847600	322	1
1509190	1509200	280	1
1499590	1499600	275	1
1385590	1385600	267	1
1280390	1280400	267	1
1185191	1185200	247	1
1071191	1071200	229	1
957191	957200	211	1
863992	864000	197	1
863992	864000	194	1
734392	734400	161	1
734392	734400	161	1
677792	677800	157	1
694192	694200	159	1
564998	565000	140	0
565798	565800	140	0
565398	565400	140	0
566598	566600	140	0
455798	455800	127	0
456598	456600	128	0
456598	456600	128	0
384198	384200	109	0
279398	279400	110	0
280198	280200	110	0
171799	171800	98	0
191798	191800	103	0
194198	194200	106	0
194998	195000	107	0
196598	196600	108	0
196598	196600	108	0
214598	214600	108	0
213798	213800	112	0
214598	214600	113	0
134398	134400	106	0
118798	118800	106	0
120398	120400	108	0
121198	121200	109	0
120398	120400	108	0
135398	135400	108	0
133798	133800	106	0
135398	135400	107	0
138398	138400	107	0
137998	138000	107	0
134998	135000	108	0
136598	136600	109	0
137398	137400	110	0
152998	153000	108	0
151798	151800	106	0
87398	87400	102	0
86198	86200	100	0
88198	88200	101	0
89798	89800	102	0
72598	72600	103	0
71798	71800	103	0
73398	73400	104	0
71398	71400	102	0
71398	71400	102	0
70598	70600	104	0
72598	72600	105	0
91798	91800	105	0
92598	92600	105	0
93398	93400	105	0
74198	74200	105	0
75798	75800	105	0
73798	73800	103	0
92998	93000	102	0
94198	94200	103	0
109398	109400	102	0
103799	103800	95	0
107399	107400	96	0
107399	107400	93	0
106199	106200	93	0
105799	105800	93	0
105799	105800	93	0
104599	104600	92	0
104599	104600	92	0
90199	90200	96	0
89399	89400	96	0
70199	70200	99	0
70199	70200	99	0
70199	70200	99	0
70199	70200	99	0
70998	71000	100	0
73798	73800	103	0
72998	73000	104	0
51798	51800	102	0
55398	55400	105	0
57198	57200	102	0
54998	55000	101	0
39998	40000	101	0
91798	91800	100	0
75199	75200	98	0
74799	74800	98	0
57199	57200	98	0
59599	59600	99	0
55599	55600	95	0
55599	55600	95	0
55599	55600	95	0
55599	55600	95	0
53999	54000	93	0
37199	37200	93	0
36399	36400	92	0
36399	36400	92	0
38999	39000	91	0
22599	22600	93	0
20999	21000	94	0
22999	23000	96	0
21799	21800	95	0
20999	21000	94	0
20199	20200	93	0
19399	19400	91	0
40599	40600	93	0
39799	39800	92	0
40199	40200	90	0
40999	41000	91	0
43399	43400	91	0
43399	43400	91	0
43799	43800	92	0
42599	42600	90	0
40999	41000	90	0
40199	40200	89	0
42799	42800	89	0
43599	43600	90	0
40599	40600	90	0
40599	40600	91	0
41399	41400	92	0
42199	42200	93	0
41399	41400	95	0
42999	43000	98	0
42999	43000	97	0
40199	40200	98	0
40599	40600	99	0
40594	40600	99	1
41394	41400	98	1
40594	40600	99	1
40594	40600	99	1
56393	56400	100	1
56394	56400	98	1
56394	56400	99	1
55194	55200	99	1
54394	54400	99	1
55193	55200	101	1
54393	54400	100	1
55194	55200	99	1
54394	54400	96	1
58994	59000	98	1
60193	60200	101	1
59394	59400	94	1
59794	59800	94	1
57394	57400	90	1
56594	56600	87	1
55799	55800	86	0
57399	57400	88	0
38599	38600	86	0
38594	38600	87	1
39399	39400	87	0
41399	41400	90	0
42199	42200	91	0
43799	43800	93	0
45399	45400	95	0
42599	42600	92	0
42199	42200	92	0
42199	42200	93	0
41399	41400	92	0
40199	40200	89	0
39399	39400	88	0
25199	25200	89	0
27199	27200	90	0
27199	27200	91	0
25999	26000	90	0
27599	27600	92	0
44999	45000	94	0
46199	46200	96	0
25399	25400	93	0
24199	24200	92	0
24199	24200	92	0
23399	23400	90	0
38199	38200	90	0
58999	59000	91	0
42599	42600	91	0
40999	41000	91	0
25599	25600	88	0
27994	28000	89	1
27994	28000	89	1
27194	27200	88	1
27199	27200	88	0
27999	28000	89	0
42999	43000	89	0
43799	43800	93	0
42999	43000	94	0
63794	63800	95	1
62994	63000	95	1
62599	62600	91	0
63399	63400	93	0
80599	80600	93	0
62599	62600	90	0
45199	45200	88	0
45999	46000	89	0
49599	49600	92	0
47599	47600	90	0
45999	46000	89	0
46799	46800	88	0
46399	46400	88	0
45599	45600	87	0
65799	65800	91	0
63399	63400	92	0
78599	78600	91	0
76999	77000	89	0
76999	77000	89	0
74599	74600	86	0
76199	76200	88	0
60199	60200	86	0
59799	59800	90	0
59799	59800	92	0
62999	63000	98	0
62999	63000	98	0
64199	64200	98	0
64199	64200	98	0
66599	66600	98	0
64999	65000	97	0
64998	65000	100	0
64599	64600	97	0
65399	65400	98	0
64599	64600	98	0
63798	63800	100	0
62599	62600	98	0
61799	61800	99	0
63798	63800	102	0
62998	63000	101	0
63798	63800	102	0
63798	63800	102	0
23798	23800	101	0
25398	25400	103	0
25398	25400	101	0
22598	22600	100	0
22198	22200	100	0
22999	23000	99	0
22199	22200	98	0
22199	22200	97	0
22199	22200	96	0
22999	23000	97	0
23599	23600	97	0
23599	23600	97	0
24799	24800	96	0
23199	23200	95	0
20799	20800	93	0
22799	22800	91	0
22799	22800	92	0
22799	22800	91	0
23999	24000	92	0
24799	24800	91	0
21599	21600	87	0
38999	39000	89	0
41799	41800	89	0
41799	41800	89	0
41799	41800	88	0
42599	42600	90	0
42199	42200	90	0
41399	41400	89	0
43799	43800	89	0
40199	40200	86	0
41799	41800	86	0
44199	44200	88	0
41799	41800	87	0
40199	40200	85	0
41799	41800	87	0
42599	42600	90	0
41799	41800	87	0
43399	43400	88	0
41399	41400	88	0
41399	41400	88	0
58799	58800	89	0
57999	58000	88	0
57199	57200	87	0
58399	58400	88	0
38399	38400	88	0
38399	38400	88	0
59999	60000	89	0
59199	59200	88	0
57199	57200	88	0
56799	56800	87	0
55199	55200	85	0
56799	56800	87	0
57599	57600	87	0
39199	39200	88	0
37999	38000	87	0
38799	38800	88	0
24999	25000	90	0
24799	24800	90	0
24399	24400	90	0
22799	22800	88	0
22799	22800	88	0
24399	24400	90	0
25199	25200	91	0
23599	23600	92	0
23599	23600	93	0
22799	22800	92	0
25599	25600	93	0
24999	25000	94	0
23399	23400	94	0
22599	22600	92	0
20999	21000	91	0
20999	21000	91	0
20999	21000	91	0
24599	24600	93	0
26199	26200	95	0
23799	23800	91	0
22999	23000	89	0
24599	24600	90	0
24199	24200	90	0
57399	57400	85	0
58199	58200	86	0
41799	41800	86	0
43399	43400	87	0
42599	42600	86	0
44599	44600	86	0
45399	45400	87	0
44199	44200	86	0
44199	44200	86	0
45799	45800	86	0
45799	45800	86	0
59599	59600	85	0
59999	60000	85	0
56799	56800	82	0
55999	56000	81	0
55199	55200	81	0
56799	56800	83	0
53999	54000	79	0
33999	34000	79	0
34799	34800	79	0
52799	52800	80	0
54399	54400	82	0
37999	38000	83	0
36799	36800	82	0
35999	36000	83	0
36799	36800	84	0
36399	36400	81	0
36399	36400	84	0
37199	37200	86	0
35599	35600	85	0
36399	36400	85	0
36399	36400	85	0
37599	37600	85	0
54799	54800	85	0
54799	54800	83	0
76399	76400	83	0
75599	75600	83	0
76799	76800	86	0
78399	78400	88	0
62999	63000	88	0
62999	63000	86	0
64599	64600	88	0
46599	46600	90	0
44199	44200	92	0
43399	43400	92	0
41799	41800	90	0
41799	41800	91	0
43399	43400	91	0
43399	43400	91	0
41799	41800	92	0
61799	61800	92	0
61799	61800	92	0
62599	62600	92	0
62599	62600	92	0
61394	61400	91	1
60594	60600	90	1
60594	60600	90	1
61394	61400	90	1
61399	61400	90	0
64599	64600	90	0
64999	65000	91	0
61799	61800	91	0
58999	59000	88	0
60999	61000	90	0
60999	61000	90	0
41799	41800	89	0
40999	41000	88	0
40199	40200	87	0
40599	40600	87	0
41399	41400	85	0
40999	41000	86	0
40999	41000	89	0
43399	43400	91	0
25199	25200	91	0
25999	26000	90	0
25199	25200	90	0
25999	26000	91	0
25999	26000	91	0
24799	24800	90	0
24799	24800	90	0
27199	27200	93	0
25999	26000	92	0
28394	28400	96	1
27594	27600	95	1
28799	28800	94	0
25999	26000	96	0
25999	26000	96	0
45199	45200	96	0
45194	45200	97	1
45994	46000	95	1
48394	48400	96	1
47594	47600	96	1
64994	65000	97	1
63399	63400	95	0
64994	65000	95	1
68399	68400	94	0
67999	68000	92	0
82999	83000	92	0
82599	82600	91	0
80999	81000	90	0
81399	81400	91	0
82199	82200	90	0
80599	80600	89	0
64199	64200	91	0
59999	60000	90	0
59199	59200	91	0
59999	60000	92	0
59194	59200	91	1
58394	58400	89	1
57594	57600	90	1
57594	57600	90	1
56794	56800	90	1
57194	57200	91	1
55594	55600	89	1
40594	40600	89	1
39794	39800	88	1
39794	39800	88	1
38994	39000	87	1
39794	39800	88	1
40599	40600	89	0
40599	40600	89	0
41399	41400	90	0
41799	41800	92	0
43399	43400	94	0
42599	42600	93	0
42199	42200	94	0
42599	42600	94	0
41799	41800	95	0
43399	43400	95	0
44199	44200	96	0
44594	44600	98	1
46193	46200	100	1
46993	47000	101	1
48593	48600	106	1
48993	49000	105	1
61993	62000	105	1
49793	49800	107	1
46593	46600	106	1
46193	46200	107	1
46193	46200	102	1
43793	43800	104	1
40593	40600	101	1
42593	42600	103	1
40993	41000	102	1
57593	57600	103	1
55998	56000	100	0
57598	57600	101	0
58398	58400	102	0
56399	56400	99	0
57199	57200	98	0
57199	57200	98	0
58399	58400	99	0
56799	56800	97	0
57599	57600	94	0
58199	58200	93	0
58199	58200	93	0
56599	56600	92	0
39199	39200	90	0
60799	60800	93	0
64799	64800	95	0
63199	63200	93	0
61599	61600	93	0
60399	60400	92	0
45199	45200	95	0
45999	46000	97	0
45999	46000	97	0
47194	47200	98	1
27994	28000	98	1
30794	30800	96	1
29194	29200	95	1
29994	30000	91	1
9194	9200	89	1
9194	9200	89	1
8394	8400	89	1
7594	7600	88	1
7594	7600	88	1
7594	7600	88	1
6794	6800	87	1
6794	6800	87	1
6794	6800	87	1
6794	6800	87	1
6794	6800	87	1
6794	6800	87	1
6799	6800	87	0
5199	5200	85	0
5199	5200	85	0
5199	5200	85	0
5199	5200	85	0
5199	5200	85	0
5199	5200	85	0
5199	5200	85	0
5199	5200	85	0
5199	5200	85	0
5199	5200	85	0
3599	3600	85	0
3599	3600	85	0
3599	3600	85	0
3599	3600	84	0
3599	3600	84	0
2799	2800	83	0
2799	2800	83	0
2799	2800	83	0
2799	2800	83	0
1999	2000	82	0
1599	1600	82	0
799	800	81	0
799	800	81	0
799	800	81	0
799	800	81	0
